Plasmids	locus_tag	protein_id	E-value_1	E-value_2
NC_011655.1	BCAH187_RS27775	WP_002029030.1	3.2e-19	3.2e-19
NC_011656.1	BCAH187_RS29215	WP_000219644.1	1e-13	1e-13
NC_011656.1	BCAH187_RS29100	WP_000160188.1	1e-07	1e-07
CP046512.1	GNE09_27705	QGV10371.1	7.5e-40	7.5e-40
NZ_CP018936.1	BEI53_RS28480	WP_075395800.1	8.3e-14	8.3e-14
NZ_CP018932.1	BEI48_RS28530	WP_075395800.1	8.3e-14	8.3e-14
NZ_CP018932.1	BEI48_RS28960	WP_075696925.1	9.1e-14	9.1e-14
NZ_CP018934.1	BEI49_RS28715	WP_075395800.1	8.3e-14	8.3e-14
NZ_CP011154.1	WR51_RS27795	WP_063549948.1	1.1e-39	1.1e-39
NZ_CP011154.1	WR51_RS29930	WP_063550011.1	1.3e-39	1.3e-39
NZ_CP011154.1	WR51_RS29725	WP_063549406.1	2.7e-25	2.7e-25
NZ_CP011154.1	WR51_RS32345	WP_063549641.1	0.017	0.017
NZ_CP011154.1	WR51_RS31875	WP_154816444.1	0.02	0.02
NZ_CP011154.1	WR51_RS29110	-	0.24	0.24
NZ_CP011152.1	WR47_RS29525	WP_063549948.1	1.1e-39	1.1e-39
NZ_CP011152.1	WR47_RS29750	WP_063550011.1	1.3e-39	1.3e-39
NZ_CP011152.1	WR47_RS27600	WP_063549406.1	2.7e-25	2.7e-25
NZ_CP011152.1	WR47_RS32370	WP_063549641.1	0.017	0.017
NZ_CP011152.1	WR47_RS31875	WP_154816444.1	0.02	0.02
NZ_CP011152.1	WR47_RS28215	-	0.24	0.24
NZ_CP011157.1	WR52_RS29425	WP_063539078.1	2.1e-23	2.1e-23
NZ_CP011157.1	WR52_RS29765	WP_063539193.1	1.4e-12	1.4e-12
NZ_CP011157.1	WR52_RS29245	WP_063539021.1	0.026	0.026
NZ_CP011156.1	WR52_RS27845	WP_063538608.1	5.5e-40	5.5e-40
NZ_CP011156.1	WR52_RS28535	WP_063538812.1	2.5e-09	2.5e-09
NZ_CP011156.1	WR52_RS32420	WP_153579879.1	2.5e-07	2.5e-07
NZ_CP011146.1	FORC13_RS28350	WP_059304378.1	1e-39	1e-39
NZ_CP011146.1	FORC13_RS28315	WP_059304373.1	1.7e-24	1.7e-24
NZ_CP011146.1	FORC13_RS28900	WP_000358767.1	6.4e-10	6.4e-10
NC_018499.1	BCK_RS27930	WP_000729002.1	2.2e-10	2.2e-10
NC_018499.1	BCK_RS27915	-	6.9e-07	6.9e-07
NC_018492.1	BCK_RS27510	WP_000070478.1	1.5e-39	1.5e-39
NC_018492.1	BCK_RS26715	WP_001021545.1	3.9e-34	3.9e-34
NC_018492.1	BCK_RS26805	WP_001265876.1	5.9e-27	5.9e-27
NC_018492.1	BCK_RS27340	WP_000041870.1	2e-17	2e-17
NC_018492.1	BCK_RS26800	WP_000823956.1	1.1e-15	1.1e-15
NC_018493.1	BCK_RS27685	WP_154214300.1	1.6e-14	1.6e-14
CP045610.2	GE376_32195	QFY03799.1	6.9e-10	6.9e-10
CP045609.2	GE376_32150	QFY03791.1	1.5e-09	1.5e-09
CP045608.2	GE376_31425	QFY03666.1	4.3e-19	4.3e-19
CP045607.2	GE376_28735	QFY03203.1	4.9e-40	4.9e-40
CP045607.2	GE376_30500	-	4.1e-26	4.1e-26
CP045607.2	GE376_28970	QFY03241.1	1.9e-24	1.9e-24
CP045607.2	GE376_29870	QFY03382.1	8e-17	8e-17
CP045607.2	GE376_30580	-	0.00068	0.00068
CP045607.2	GE376_30565	QFY03561.1	0.0022	0.0022
CP045607.2	GE376_29725	QFY03365.1	0.0094	0.0094
CP045607.2	GE376_28490	-	0.054	0.054
NZ_CP015730.1	DA68_RS27160	WP_000386592.1	2.7e-40	2.7e-40
NZ_CP015730.1	DA68_RS27215	WP_000360813.1	2e-24	2e-24
NZ_CP015730.1	DA68_RS27365	WP_025966266.1	1.1e-17	1.1e-17
NC_014331.1	BACI_RS28105	WP_000070475.1	2e-39	2e-39
NC_014331.1	BACI_RS28030	WP_001021546.1	6e-33	6e-33
NC_014331.1	BACI_RS27425	WP_001006036.1	5.1e-18	5.1e-18
NC_014332.1	BACI_RS28600	WP_033643053.1	1.4e-13	1.4e-13
NC_011973.1	BCQ_RS27790	WP_000045534.1	5.1e-42	5.1e-42
NC_011973.1	BCQ_RS27385	WP_000066153.1	7.1e-37	7.1e-37
NC_011973.1	BCQ_RS27260	WP_001021544.1	3.6e-34	3.6e-34
NC_011973.1	BCQ_RS27065	WP_012644806.1	5.5e-17	5.5e-17
NZ_CP042928.1	FED50_RS01470	WP_000066151.1	1.3e-36	1.3e-36
NZ_CP042928.1	FED50_RS01050	WP_001021532.1	1.1e-31	1.1e-31
NZ_CP042928.1	FED50_RS00990	WP_001265871.1	2.6e-26	2.6e-26
NZ_CP042928.1	FED50_RS00110	WP_002042157.1	4e-18	4e-18
NZ_CP042928.1	FED50_RS00980	WP_000156041.1	2.2e-16	2.2e-16
NZ_CP042928.1	FED50_RS00995	WP_000824132.1	1.5e-15	1.5e-15
NZ_CP042928.1	FED50_RS00705	WP_061680256.1	9.8e-12	9.8e-12
NZ_CP042928.1	FED50_RS00975	WP_001096999.1	8.9e-11	8.9e-11
NZ_CP042928.1	FED50_RS01550	WP_063220203.1	7.8e-05	7.8e-05
NZ_CP042928.1	FED50_RS01560	WP_063220214.1	0.00015	0.00015
NZ_CP042928.1	FED50_RS00710	WP_061680271.1	0.0011	0.0011
CP042875.1	FRY47_27080	QEF20007.1	4e-40	4e-40
CP042875.1	FRY47_27845	QEF20125.1	2.4e-27	2.4e-27
CP042875.1	FRY47_27370	QEF20050.1	1.1e-24	1.1e-24
CP042875.1	FRY47_27850	QEF20126.1	5.5e-14	5.5e-14
CP042875.1	FRY47_28745	-	6.2e-05	6.2e-05
NZ_LOJQ01000131.1	B5C12_RS30730	WP_078387196.1	1.3e-36	1.3e-36
NZ_LOJQ01000126.1	B5C12_RS29320	WP_002019941.1	1.4e-17	1.4e-17
NZ_MUBB01000041.1	BZG38_RS28490	WP_001021546.1	6e-33	6e-33
NZ_MUBB01000033.1	BZG38_RS26350	WP_033692002.1	2.4e-39	2.4e-39
NZ_MUBB01000033.1	BZG38_RS26165	WP_001006036.1	5.1e-18	5.1e-18
NZ_MSMO01000007.1	BEI50_RS09985	WP_075395800.1	8.3e-14	8.3e-14
NZ_MSMO01000007.1	BEI50_RS10415	WP_075395800.1	8.3e-14	8.3e-14
NZ_LYVD01000048.1	A9L49_RS30875	WP_065230197.1	1.1e-09	1.1e-09
NZ_LYVD01000048.1	A9L49_RS30800	WP_065230182.1	1.3e-09	1.3e-09
NZ_LYVD01000046.1	A9L49_RS29865	WP_065230049.1	2.6e-35	2.6e-35
NZ_LYVD01000045.1	A9L49_RS29625	WP_000386619.1	7.5e-40	7.5e-40
NZ_LYVD01000045.1	A9L49_RS29740	WP_065230034.1	8.1e-25	8.1e-25
NZ_LYVD01000028.1	A9L49_RS32885	-	0.002	0.002
NZ_LYVD01000026.1	A9L49_RS27980	WP_065229841.1	1.3e-23	1.3e-23
NZ_LYVD01000026.1	A9L49_RS32815	WP_080478029.1	4.9e-14	4.9e-14
NZ_LYVD01000026.1	A9L49_RS32810	WP_080478021.1	7e-10	7e-10
NZ_ABDA02000037.1	BCAH1134_RS30020	WP_001035961.1	2e-09	2e-09
NZ_ABDA02000036.1	BCAH1134_RS29790	-	2.3e-14	2.3e-14
NZ_ABDA02000035.1	BCAH1134_RS28620	WP_000386617.1	1e-39	1e-39
NZ_ABDA02000035.1	BCAH1134_RS28650	WP_033689802.1	1.5e-37	1.5e-37
NZ_ABDA02000035.1	BCAH1134_RS28830	WP_000369035.1	7.2e-25	7.2e-25
NZ_ABDA02000035.1	BCAH1134_RS28015	-	6.6e-24	6.6e-24
PHQW02000016.1	CR195_028765	-	1e-06	1e-06
CP016362.1	BA201_28165	ASK17793.1	3.4e-11	3.4e-11
CP020941.1	B2J90_30925	ARO21808.1	1.6e-13	1.6e-13
CP020938.1	B2J90_28365	ARO21338.1	1.2e-41	1.2e-41
CP009606.1	BF33_5497	AJK37463.1	8.8e-26	8.8e-26
CP009606.1	BF33_5470	AJK37339.1	4.4e-20	4.4e-20
CP009606.1	BF33_5569	AJK37407.1	4.7e-19	4.7e-19
CP009967.1	BF28_5777	AJI25951.1	9.7e-40	9.7e-40
CP009967.1	BF28_5759	AJI26159.1	1.3e-37	1.3e-37
CP009967.1	BF28_5740	AJI26336.1	3.3e-24	3.3e-24
CP009967.1	BF28_5627	AJI26134.1	1.8e-09	1.8e-09
CP009967.1	BF28_5860	AJI26207.1	2.5e-09	2.5e-09
CP009966.1	BF28_5969	AJI25911.1	1.2e-09	1.2e-09
CP009640.1	AK40_6048	AJI09056.1	1.7e-12	1.7e-12
CP009638.1	AK40_6220	AJI08605.1	2.9e-26	2.9e-26
CP009638.1	AK40_6219	AJI08662.1	3.8e-16	3.8e-16
CP009627.1	BF35_5449	AJH71603.1	1.1e-09	1.1e-09
CP009627.1	BF35_5444	AJH71628.1	8.5e-07	8.5e-07
CP009591.1	AQ16_5535	AJI08052.1	5.1e-25	5.1e-25
CP009589.1	AQ16_5897	AJI02671.1	9.3e-09	9.3e-09
CP009368.1	BG03_5602	AJG91330.1	4.3e-40	4.3e-40
CP009368.1	BG03_5523	AJG91364.1	1.5e-24	1.5e-24
CP009940.1	NT98_5848	AIY73055.1	5.1e-25	5.1e-25
CP009939.1	NT98_5867	AIY72772.1	9.3e-09	9.3e-09
CP003750.1	BCK_27543	AFQ13316.1	2.2e-10	2.2e-10
CP003750.1	BCK_27683	AFQ13344.1	4e-07	4e-07
LYVD01000026.1	A9L49_28235	OBW85360.1	1.3e-23	1.3e-23
LYVD01000028.1	A9L49_28445	OBW85259.1	2.7e-10	2.7e-10
LYVD01000028.1	A9L49_28440	OBW85258.1	0.00037	0.00037
LYVD01000045.1	A9L49_29810	OBW84967.1	7.5e-40	7.5e-40
LYVD01000045.1	A9L49_29925	OBW84986.1	8.1e-25	8.1e-25
LYVD01000046.1	A9L49_27545	OBW84943.1	2.6e-35	2.6e-35
LYVD01000048.1	A9L49_31040	OBW84769.1	1.1e-09	1.1e-09
LYVD01000048.1	A9L49_30965	OBW84754.1	1.3e-09	1.3e-09
CP011157.1	WR52_30100	ANC22968.1	2.1e-23	2.1e-23
CP011157.1	WR52_30455	ANC23028.1	1.4e-12	1.4e-12
CP011157.1	WR52_29920	ANC22934.1	0.026	0.026
CP011156.1	WR52_28490	ANC22685.1	5.5e-40	5.5e-40
CP011156.1	WR52_28760	ANC22726.1	4.6e-10	4.6e-10
CP011156.1	WR52_29195	ANC22797.1	2.5e-09	2.5e-09
CP011146.1	FORC13_p081	ALZ64566.1	1e-39	1e-39
CP011146.1	FORC13_p072	ALZ64557.1	1.7e-24	1.7e-24
CP011146.1	FORC13_p215	ALZ64700.1	6.4e-10	6.4e-10
CP009595.1	BG11_5629	AJH60411.1	8.8e-26	8.8e-26
CP009595.1	BG11_5602	AJH60433.1	4.4e-20	4.4e-20
CP009595.1	BG11_5700	AJH60317.1	4.7e-19	4.7e-19
NC_014757.1	pLVP1401_64	YP_004050079.1	2.9e-13	2.9e-13
NC_010924.1	BcAH187_pCER270_0235	YP_001967367.1	8.9e-40	8.9e-40
NC_010924.1	BcAH187_pCER270_0169	YP_001967309.1	8.7e-35	8.7e-35
NC_010924.1	BcAH187_pCER270_0051	YP_001967195.1	3.1e-19	3.1e-19
AAEK01000004.1	BCE_G9241_pBC218_0177	EAL16094.1	5.1e-25	5.1e-25
ABDA02000036.1	BCAH1134_C0003	EDZ48842.1	1.5e-14	1.5e-14
ABDA02000037.1	BCAH1134_B0015	EDZ48785.1	2e-09	2e-09
AAEK01000020.1	BCE_G9241_pBCXO1_0020	EAL13918.1	5.1e-18	5.1e-18
